No.,Time,Source,Destination,Protocol,Length,Info
6804,3.9497346,10.0.1.2,10.0.1.3,TCP,74,40749  >  3397 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996299 TSecr=0 WS=128
6805,3.949876,10.0.1.3,10.0.1.2,TCP,54,"3397  >  40749 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6806,3.9498779,10.0.1.3,10.0.1.2,TCP,54,"3396  >  34131 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6807,3.9498781,10.0.1.3,10.0.1.2,TCP,54,"3398  >  39303 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6808,3.9501787,10.0.1.2,10.0.1.3,TCP,74,44197  >  3399 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996300 TSecr=0 WS=128
6809,3.9502668,10.0.1.3,10.0.1.2,TCP,54,"3399  >  44197 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6810,3.9505755,10.0.1.2,10.0.1.3,TCP,74,38573  >  3391 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996300 TSecr=0 WS=128
6811,3.9506692,10.0.1.3,10.0.1.2,TCP,54,"3391  >  38573 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6812,3.9509781,10.0.1.2,10.0.1.3,TCP,74,46175  >  3400 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996300 TSecr=0 WS=128
6813,3.9510849,10.0.1.3,10.0.1.2,TCP,54,"3400  >  46175 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6814,3.9515211,10.0.1.2,10.0.1.3,TCP,74,39681  >  3392 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996301 TSecr=0 WS=128
6815,3.9516418,10.0.1.3,10.0.1.2,TCP,54,"3392  >  39681 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6816,3.9564147,10.0.1.2,10.0.1.3,TCP,74,46181  >  3401 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996306 TSecr=0 WS=128
6817,3.9566366,10.0.1.3,10.0.1.2,TCP,54,"3401  >  46181 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6818,3.9570758,10.0.1.2,10.0.1.3,TCP,74,40873  >  3404 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996306 TSecr=0 WS=128
6819,3.9571704,10.0.1.3,10.0.1.2,TCP,54,"3404  >  40873 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6820,3.9574747,10.0.1.2,10.0.1.3,TCP,74,44449  >  3406 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996307 TSecr=0 WS=128
6821,3.957576,10.0.1.3,10.0.1.2,TCP,54,"3406  >  44449 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6822,3.9578234,10.0.1.2,10.0.1.3,TCP,74,41713  >  3408 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996307 TSecr=0 WS=128
6823,3.9579103,10.0.1.3,10.0.1.2,TCP,54,"3408  >  41713 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6824,3.9582644,10.0.1.2,10.0.1.3,TCP,74,41417  >  3409 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996308 TSecr=0 WS=128
6825,3.9583869,10.0.1.3,10.0.1.2,TCP,54,"3409  >  41417 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6826,3.9587737,10.0.1.2,10.0.1.3,TCP,74,34785  >  3402 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996308 TSecr=0 WS=128
6827,3.9588684,10.0.1.3,10.0.1.2,TCP,54,"3402  >  34785 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6828,3.9591944,10.0.1.2,10.0.1.3,TCP,74,35535  >  3403 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996309 TSecr=0 WS=128
6829,3.9593053,10.0.1.3,10.0.1.2,TCP,54,"3403  >  35535 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6830,3.9595941,10.0.1.2,10.0.1.3,TCP,74,40357  >  3405 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996309 TSecr=0 WS=128
6831,3.9597045,10.0.1.3,10.0.1.2,TCP,54,"3405  >  40357 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6832,3.9599875,10.0.1.2,10.0.1.3,TCP,74,42135  >  3407 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996309 TSecr=0 WS=128
6833,3.9600989,10.0.1.3,10.0.1.2,TCP,54,"3407  >  42135 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6834,3.9604938,10.0.1.2,10.0.1.3,TCP,74,41337  >  3410 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996310 TSecr=0 WS=128
6835,3.9605833,10.0.1.3,10.0.1.2,TCP,54,"3410  >  41337 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6836,3.965418,10.0.1.2,10.0.1.3,TCP,74,38729  >  3412 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996315 TSecr=0 WS=128
6837,3.9656113,10.0.1.3,10.0.1.2,TCP,54,"3412  >  38729 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6838,3.9658323,10.0.1.2,10.0.1.3,TCP,74,43373  >  3420 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996315 TSecr=0 WS=128
6839,3.9659418,10.0.1.3,10.0.1.2,TCP,54,"3420  >  43373 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6840,3.9662858,10.0.1.2,10.0.1.3,TCP,74,45071  >  3411 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996316 TSecr=0 WS=128
6841,3.9663752,10.0.1.3,10.0.1.2,TCP,54,"3411  >  45071 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6842,3.9670822,10.0.1.2,10.0.1.3,TCP,74,43477  >  3416 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996316 TSecr=0 WS=128
6843,3.9671037,10.0.1.2,10.0.1.3,TCP,74,36323  >  3413 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996316 TSecr=0 WS=128
6844,3.9674196,10.0.1.2,10.0.1.3,TCP,74,33565  >  3417 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996317 TSecr=0 WS=128
6845,3.9675638,10.0.1.3,10.0.1.2,TCP,54,"3416  >  43477 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6846,3.9675641,10.0.1.3,10.0.1.2,TCP,54,"3413  >  36323 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6847,3.9675643,10.0.1.3,10.0.1.2,TCP,54,"3417  >  33565 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6848,3.9678478,10.0.1.2,10.0.1.3,TCP,74,43677  >  3418 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996317 TSecr=0 WS=128
6849,3.9679657,10.0.1.3,10.0.1.2,TCP,54,"3418  >  43677 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6850,3.9682622,10.0.1.2,10.0.1.3,TCP,74,37003  >  3419 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996318 TSecr=0 WS=128
6851,3.9683687,10.0.1.3,10.0.1.2,TCP,54,"3419  >  37003 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6852,3.9687367,10.0.1.2,10.0.1.3,TCP,74,40617  >  3415 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996318 TSecr=0 WS=128
6853,3.9690639,10.0.1.2,10.0.1.3,TCP,74,45283  >  3414 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996318 TSecr=0 WS=128
6854,3.9691901,10.0.1.3,10.0.1.2,TCP,54,"3415  >  40617 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6855,3.9691904,10.0.1.3,10.0.1.2,TCP,54,"3414  >  45283 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6856,3.9740104,10.0.1.2,10.0.1.3,TCP,74,40467  >  3430 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996323 TSecr=0 WS=128
6857,3.9742169,10.0.1.3,10.0.1.2,TCP,54,"3430  >  40467 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6858,3.9744203,10.0.1.2,10.0.1.3,TCP,74,40697  >  3421 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996324 TSecr=0 WS=128
6859,3.9745456,10.0.1.3,10.0.1.2,TCP,54,"3421  >  40697 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6860,3.9748211,10.0.1.2,10.0.1.3,TCP,74,36871  >  3424 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996324 TSecr=0 WS=128
6861,3.9749271,10.0.1.3,10.0.1.2,TCP,54,"3424  >  36871 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6862,3.9752557,10.0.1.2,10.0.1.3,TCP,74,39417  >  3425 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996325 TSecr=0 WS=128
6863,3.9753735,10.0.1.3,10.0.1.2,TCP,54,"3425  >  39417 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6864,3.9757328,10.0.1.2,10.0.1.3,TCP,74,40957  >  3428 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996325 TSecr=0 WS=128
6865,3.975842,10.0.1.3,10.0.1.2,TCP,54,"3428  >  40957 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6866,3.9761251,10.0.1.2,10.0.1.3,TCP,74,34073  >  3423 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996326 TSecr=0 WS=128
6867,3.9762182,10.0.1.3,10.0.1.2,TCP,54,"3423  >  34073 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6868,3.9765075,10.0.1.2,10.0.1.3,TCP,74,39247  >  3427 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996326 TSecr=0 WS=128
6869,3.9766187,10.0.1.3,10.0.1.2,TCP,54,"3427  >  39247 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6870,3.9769328,10.0.1.2,10.0.1.3,TCP,74,34511  >  3429 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996326 TSecr=0 WS=128
6871,3.9770251,10.0.1.3,10.0.1.2,TCP,54,"3429  >  34511 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6872,3.9774222,10.0.1.2,10.0.1.3,TCP,74,43275  >  3422 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996327 TSecr=0 WS=128
6873,3.9777502,10.0.1.2,10.0.1.3,TCP,74,43795  >  3426 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996327 TSecr=0 WS=128
6874,3.9786402,10.0.1.3,10.0.1.2,TCP,54,"3422  >  43275 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6875,3.9786408,10.0.1.3,10.0.1.2,TCP,54,"3426  >  43795 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6876,3.9936349,10.0.1.2,10.0.1.3,TCP,74,42551  >  3431 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996343 TSecr=0 WS=128
6877,3.9938348,10.0.1.3,10.0.1.2,TCP,54,"3431  >  42551 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6878,3.9940548,10.0.1.2,10.0.1.3,TCP,74,34389  >  3432 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996343 TSecr=0 WS=128
6879,3.994155,10.0.1.3,10.0.1.2,TCP,54,"3432  >  34389 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6880,3.9944519,10.0.1.2,10.0.1.3,TCP,74,40267  >  3433 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996344 TSecr=0 WS=128
6881,3.9945752,10.0.1.3,10.0.1.2,TCP,54,"3433  >  40267 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6882,3.994964,10.0.1.2,10.0.1.3,TCP,74,35029  >  3434 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996344 TSecr=0 WS=128
6883,3.9950737,10.0.1.3,10.0.1.2,TCP,54,"3434  >  35029 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6884,3.9953547,10.0.1.2,10.0.1.3,TCP,74,39595  >  3435 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996345 TSecr=0 WS=128
6885,3.9954464,10.0.1.3,10.0.1.2,TCP,54,"3435  >  39595 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6886,3.9957354,10.0.1.2,10.0.1.3,TCP,74,33263  >  3436 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996345 TSecr=0 WS=128
6887,3.9958409,10.0.1.3,10.0.1.2,TCP,54,"3436  >  33263 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6888,3.996156,10.0.1.2,10.0.1.3,TCP,74,38343  >  3438 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996346 TSecr=0 WS=128
6889,3.9962438,10.0.1.3,10.0.1.2,TCP,54,"3438  >  38343 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6890,3.9966809,10.0.1.2,10.0.1.3,TCP,74,39265  >  3437 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996346 TSecr=0 WS=128
6891,3.9968123,10.0.1.3,10.0.1.2,TCP,54,"3437  >  39265 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6892,3.9970608,10.0.1.2,10.0.1.3,TCP,74,42721  >  3439 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996346 TSecr=0 WS=128
6893,3.9971864,10.0.1.3,10.0.1.2,TCP,54,"3439  >  42721 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6894,3.9977336,10.0.1.2,10.0.1.3,TCP,74,44521  >  3440 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996347 TSecr=0 WS=128
6895,3.9978394,10.0.1.3,10.0.1.2,TCP,54,"3440  >  44521 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6896,4.0044997,10.0.1.2,10.0.1.3,TCP,74,35391  >  3441 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996354 TSecr=0 WS=128
6897,4.0049196,10.0.1.2,10.0.1.3,TCP,74,42919  >  3443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996354 TSecr=0 WS=128
6898,4.005035,10.0.1.3,10.0.1.2,TCP,54,"3443  >  42919 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6899,4.0050575,10.0.1.3,10.0.1.2,TCP,54,"3441  >  35391 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6900,4.0052959,10.0.1.2,10.0.1.3,TCP,74,34351  >  3445 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996355 TSecr=0 WS=128
6901,4.005385,10.0.1.3,10.0.1.2,TCP,54,"3445  >  34351 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6902,4.0058405,10.0.1.2,10.0.1.3,TCP,74,35641  >  3447 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996355 TSecr=0 WS=128
6903,4.0060269,10.0.1.3,10.0.1.2,TCP,54,"3447  >  35641 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6904,4.0062882,10.0.1.2,10.0.1.3,TCP,74,35507  >  3448 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996356 TSecr=0 WS=128
6905,4.0063835,10.0.1.3,10.0.1.2,TCP,54,"3448  >  35507 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6906,4.0066771,10.0.1.2,10.0.1.3,TCP,74,35721  >  3450 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996356 TSecr=0 WS=128
6907,4.0067684,10.0.1.3,10.0.1.2,TCP,54,"3450  >  35721 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6908,4.0070658,10.0.1.2,10.0.1.3,TCP,74,46339  >  3442 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996356 TSecr=0 WS=128
6909,4.0071596,10.0.1.3,10.0.1.2,TCP,54,"3442  >  46339 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6910,4.0075997,10.0.1.2,10.0.1.3,TCP,74,43955  >  3444 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996357 TSecr=0 WS=128
6911,4.0077146,10.0.1.3,10.0.1.2,TCP,54,"3444  >  43955 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6912,4.0079973,10.0.1.2,10.0.1.3,TCP,74,45789  >  3449 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996357 TSecr=0 WS=128
6913,4.0080936,10.0.1.3,10.0.1.2,TCP,54,"3449  >  45789 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6914,4.008405,10.0.1.2,10.0.1.3,TCP,74,45877  >  3446 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996358 TSecr=0 WS=128
6915,4.0085103,10.0.1.3,10.0.1.2,TCP,54,"3446  >  45877 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6916,4.0134189,10.0.1.2,10.0.1.3,TCP,74,46259  >  3451 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996363 TSecr=0 WS=128
6917,4.0136363,10.0.1.3,10.0.1.2,TCP,54,"3451  >  46259 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6918,4.013898,10.0.1.2,10.0.1.3,TCP,74,37481  >  3452 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996363 TSecr=0 WS=128
6919,4.0139844,10.0.1.3,10.0.1.2,TCP,54,"3452  >  37481 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6920,4.0145219,10.0.1.2,10.0.1.3,TCP,74,35481  >  3453 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996364 TSecr=0 WS=128
6921,4.0146201,10.0.1.3,10.0.1.2,TCP,54,"3453  >  35481 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6922,4.0149246,10.0.1.2,10.0.1.3,TCP,74,37993  >  3454 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996364 TSecr=0 WS=128
6923,4.0150191,10.0.1.3,10.0.1.2,TCP,54,"3454  >  37993 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6924,4.0176117,10.0.1.2,10.0.1.3,TCP,74,43343  >  3455 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996367 TSecr=0 WS=128
6925,4.0181693,10.0.1.2,10.0.1.3,TCP,74,43723  >  3456 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996368 TSecr=0 WS=128
6926,4.0182491,10.0.1.3,10.0.1.2,TCP,54,"3455  >  43343 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6927,4.0189799,10.0.1.3,10.0.1.2,TCP,54,"3456  >  43723 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6928,4.0193727,10.0.1.2,10.0.1.3,TCP,74,42019  >  3457 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996369 TSecr=0 WS=128
6929,4.0197937,10.0.1.3,10.0.1.2,TCP,54,"3457  >  42019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6930,4.0204996,10.0.1.2,10.0.1.3,TCP,74,36763  >  3459 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996370 TSecr=0 WS=128
6931,4.0205226,10.0.1.2,10.0.1.3,TCP,74,46587  >  3458 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996370 TSecr=0 WS=128
6932,4.0206815,10.0.1.3,10.0.1.2,TCP,54,"3459  >  36763 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6933,4.020683,10.0.1.3,10.0.1.2,TCP,54,"3458  >  46587 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6934,4.0210268,10.0.1.2,10.0.1.3,TCP,74,43259  >  3460 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996370 TSecr=0 WS=128
6935,4.0211471,10.0.1.3,10.0.1.2,TCP,54,"3460  >  43259 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6936,4.0255491,10.0.1.2,10.0.1.3,TCP,74,45681  >  3463 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996375 TSecr=0 WS=128
6937,4.0257461,10.0.1.3,10.0.1.2,TCP,54,"3463  >  45681 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6938,4.0264498,10.0.1.2,10.0.1.3,TCP,74,42951  >  3464 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996376 TSecr=0 WS=128
6939,4.0264717,10.0.1.2,10.0.1.3,TCP,74,46775  >  3465 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996376 TSecr=0 WS=128
6940,4.0267821,10.0.1.2,10.0.1.3,TCP,74,44751  >  3466 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996376 TSecr=0 WS=128
6941,4.027457,10.0.1.2,10.0.1.3,TCP,74,34883  >  3469 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996377 TSecr=0 WS=128
6942,4.0279261,10.0.1.2,10.0.1.3,TCP,74,44761  >  3470 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996377 TSecr=0 WS=128
6943,4.0279449,10.0.1.2,10.0.1.3,TCP,74,33327  >  3468 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996377 TSecr=0 WS=128
6944,4.0281729,10.0.1.3,10.0.1.2,TCP,54,"3469  >  34883 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6945,4.0281731,10.0.1.3,10.0.1.2,TCP,54,"3470  >  44761 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6946,4.028175,10.0.1.3,10.0.1.2,TCP,54,"3465  >  46775 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6947,4.0281732,10.0.1.3,10.0.1.2,TCP,54,"3468  >  33327 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6948,4.0281753,10.0.1.3,10.0.1.2,TCP,54,"3464  >  42951 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6949,4.0281754,10.0.1.3,10.0.1.2,TCP,54,"3466  >  44751 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6950,4.0284335,10.0.1.2,10.0.1.3,TCP,74,37695  >  3461 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996378 TSecr=0 WS=128
6951,4.0288444,10.0.1.2,10.0.1.3,TCP,74,39175  >  3462 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996378 TSecr=0 WS=128
6952,4.0290381,10.0.1.3,10.0.1.2,TCP,54,"3461  >  37695 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6953,4.0290385,10.0.1.3,10.0.1.2,TCP,54,"3462  >  39175 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6954,4.0293459,10.0.1.2,10.0.1.3,TCP,74,45461  >  3467 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996379 TSecr=0 WS=128
6955,4.0296095,10.0.1.3,10.0.1.2,TCP,54,"3467  >  45461 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6956,4.0358162,10.0.1.2,10.0.1.3,TCP,74,40633  >  3471 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996385 TSecr=0 WS=128
6957,4.0360132,10.0.1.3,10.0.1.2,TCP,54,"3471  >  40633 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6958,4.0362193,10.0.1.2,10.0.1.3,TCP,74,45145  >  3472 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996386 TSecr=0 WS=128
6959,4.036308,10.0.1.3,10.0.1.2,TCP,54,"3472  >  45145 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6960,4.0366661,10.0.1.2,10.0.1.3,TCP,74,37875  >  3473 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996386 TSecr=0 WS=128
6961,4.0370567,10.0.1.2,10.0.1.3,TCP,74,45147  >  3474 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996386 TSecr=0 WS=128
6962,4.0371251,10.0.1.3,10.0.1.2,TCP,54,"3473  >  37875 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6963,4.0371263,10.0.1.3,10.0.1.2,TCP,54,"3474  >  45147 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6964,4.0375143,10.0.1.2,10.0.1.3,TCP,74,46851  >  3475 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996387 TSecr=0 WS=128
6965,4.0382936,10.0.1.2,10.0.1.3,TCP,74,44087  >  3477 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=3296996388 TSecr=0 WS=128
6966,4.0382937,10.0.1.3,10.0.1.2,TCP,54,"3475  >  46851 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
6967,4.0384118,10.0.1.3,10.0.1.2,TCP,54,"3477  >  44087 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
